,TUCASEID,TEWHERE,TUACTDUR,PEEDUCA,PTDTRACE,TRCHILDNUM,TRSPPRES,TRDPFTPT,TEAGE,TESEX,TEIO1COW,TUDIARYDAY,Telecommuting,Education,Race,NumChild,Married,Gender,Fulltime
34439,20111009110981,2,515,44,1,0,3,1,43,2,3,4,0,4,0,0,1,1,1
34440,20111009110984,2,360,43,1,0,3,1,36,2,4,5,0,3,0,0,1,1,1
34441,20111009111010,2,379,44,1,3,1,1,44,2,1,5,0,4,0,3,0,1,1
34442,20111009111018,2,480,35,1,0,1,1,50,2,4,6,0,0,0,0,0,1,1
34443,20111009111034,2,519,43,1,0,3,1,47,2,2,3,0,3,0,0,1,1,1
34444,20111009111039,2,640,37,1,0,3,1,55,2,4,4,0,0,0,0,1,1,1
34445,20111009111064,2,450,39,1,0,3,1,50,1,4,6,0,1,0,0,1,0,1
34446,20111009111071,2,525,41,2,1,3,1,53,2,4,2,0,2,1,1,1,1,1
34447,20111009111075,2,480,43,1,2,1,1,30,2,4,6,0,3,0,2,0,1,1
34448,20111009111079,2,540,39,1,3,2,1,47,1,2,6,0,1,0,3,1,0,1
34450,20111009111116,2,302,40,1,1,3,2,46,2,3,4,0,2,0,1,1,1,0
34452,20111009111141,2,495,41,1,1,1,1,51,1,4,3,0,2,0,1,0,0,1
34453,20111009111184,2,505,44,1,0,1,1,54,2,4,2,0,4,0,0,0,1,1
34454,20111009111190,2,570,39,1,0,3,1,36,1,4,4,0,1,0,0,1,0,1
34456,20111009111219,2,793,40,1,0,1,1,36,1,4,4,0,2,0,0,0,0,1
34457,20111009111241,2,559,43,1,0,1,1,26,2,4,2,0,3,0,0,0,1,1
34458,20111009111244,2,525,41,1,1,1,1,31,1,4,5,0,2,0,1,0,0,1
34459,20111009111251,2,485,43,1,0,3,2,54,2,2,6,0,3,0,0,1,1,0
34460,20111009111273,2,485,39,1,1,3,2,53,2,4,2,0,1,0,1,1,1,0
34463,20111009111315,2,490,43,1,1,3,1,23,1,4,6,0,3,0,1,1,0,1
34464,20111009111330,1,525,43,1,0,3,1,45,1,4,2,1,3,0,0,1,0,1
34465,20111009111332,2,490,39,1,5,1,1,30,1,4,4,0,1,0,3,0,0,1
34466,20111009111333,2,455,43,1,2,3,1,27,2,4,6,0,3,0,2,1,1,1
34468,20111009111342,2,350,40,1,0,3,2,55,2,3,2,0,2,0,0,1,1,0
34470,20111009111370,2,518,44,2,0,3,1,29,1,4,4,0,4,1,0,1,0,1
34471,20111009111391,2,420,40,1,0,3,1,26,1,5,6,0,2,0,0,1,0,1
34472,20111009111405,2,540,39,1,1,1,1,30,1,4,3,0,1,0,1,0,0,1
34473,20111009111407,2,700,42,1,0,3,1,51,2,2,4,0,2,0,0,1,1,1
34474,20111009111408,2,653,44,1,0,3,1,29,1,4,4,0,4,0,0,1,0,1
34475,20111009111428,2,600,43,1,0,3,1,56,2,5,5,0,3,0,0,1,1,1
34478,20111009111453,2,660,43,1,0,3,1,41,1,4,5,0,3,0,0,1,0,1
34479,20111009111466,2,690,39,1,2,1,1,28,2,4,2,0,1,0,2,0,1,1
34481,20111009111471,2,660,40,1,2,1,1,39,1,4,3,0,2,0,2,0,0,1
34484,20111009111539,2,610,44,2,1,3,1,54,2,5,5,0,4,1,1,1,1,1
34486,20111009111567,2,570,44,1,1,1,1,57,1,5,4,0,4,0,1,0,0,1
34487,20111009111590,2,455,43,1,0,3,1,39,1,4,5,0,3,0,0,1,0,1
34488,20111009111593,2,360,38,2,0,3,2,49,1,4,4,0,0,1,0,1,0,0
34489,20111009111616,2,455,40,1,0,3,1,28,1,4,5,0,2,0,0,1,0,1
34492,20111009111665,2,380,44,4,0,1,2,55,2,3,3,0,4,2,0,0,1,0
34493,20111009111671,2,654,40,1,0,3,1,33,1,4,5,0,2,0,0,1,0,1
34495,20111009111684,2,399,41,1,2,1,2,42,2,4,6,0,2,0,2,0,1,0
34497,20111009111698,2,450,42,1,0,1,1,48,2,4,3,0,2,0,0,0,1,1
34503,20111009111737,2,480,37,2,4,1,1,27,1,4,5,0,0,1,3,0,0,1
34506,20111009111762,2,491,42,2,0,3,2,52,1,4,4,0,2,1,0,1,0,0
34507,20111009111765,2,375,37,2,2,3,1,58,2,3,2,0,0,1,2,1,1,1
34508,20111009111773,2,500,41,1,1,1,2,43,2,4,2,0,2,0,1,0,1,0
34509,20111009111780,2,223,42,1,1,1,2,31,2,4,3,0,2,0,1,0,1,0
34510,20111009111787,2,235,43,2,1,3,2,42,2,2,2,0,3,1,1,1,1,0
34512,20111009111808,2,575,39,1,0,3,1,49,1,4,3,0,1,0,0,1,0,1
34514,20111009111827,2,490,39,1,0,3,1,26,1,4,3,0,1,0,0,1,0,1
34516,20111009111875,2,480,44,4,0,3,1,47,1,5,2,0,4,2,0,1,0,1
34518,20111009111880,2,320,44,2,2,1,1,46,1,5,5,0,4,1,2,0,0,1
34519,20111009111891,2,465,39,1,1,3,1,52,2,5,4,0,1,0,1,1,1,1
34523,20111009111910,2,510,39,1,2,1,1,27,1,2,4,0,1,0,2,0,0,1
34524,20111009111912,2,270,40,3,3,1,1,38,1,4,2,0,2,3,3,0,0,1
34525,20111009111928,2,475,39,1,2,1,1,34,1,4,2,0,1,0,2,0,0,1
34526,20111009111941,2,566,44,1,3,3,1,44,2,3,6,0,4,0,3,1,1,1
34528,20111009111959,2,505,43,7,0,3,1,44,2,5,3,0,3,3,0,1,1,1
34529,20111009111961,2,650,40,1,1,1,2,53,2,4,3,0,2,0,1,0,1,0
34532,20111009111996,2,633,40,1,2,3,1,34,2,4,2,0,2,0,2,1,1,1
34534,20111009112032,2,585,39,1,0,3,1,36,1,2,5,0,1,0,0,1,0,1
34535,20111009112037,2,585,41,1,1,1,1,32,2,5,3,0,2,0,1,0,1,1
34537,20111009112052,2,585,44,1,2,1,1,41,1,4,3,0,4,0,2,0,0,1
34539,20111009112073,2,510,43,1,2,1,1,38,1,3,3,0,3,0,2,0,0,1
34540,20111009112074,2,505,39,2,0,3,1,21,1,4,3,0,1,1,0,1,0,1
34542,20111009112131,2,544,33,1,0,1,1,40,1,4,2,0,0,0,0,0,0,1
34546,20111009112176,2,510,32,1,2,2,1,39,1,4,3,0,0,0,2,1,0,1
34548,20111009112197,2,360,39,1,3,1,2,34,2,4,3,0,1,0,3,0,1,0
34549,20111009112198,2,543,44,2,0,3,1,58,1,5,6,0,4,1,0,1,0,1
34550,20111009112207,2,505,43,1,3,1,1,30,2,4,2,0,3,0,3,0,1,1
34553,20111009112220,2,540,42,1,0,3,1,51,2,4,3,0,2,0,0,1,1,1
34554,20111009112221,2,450,44,1,0,3,1,56,2,2,3,0,4,0,0,1,1,1
34557,20111009112286,2,578,43,2,0,1,1,55,1,4,6,0,3,1,0,0,0,1
34559,20111009112297,2,530,46,1,1,1,1,31,1,4,6,0,4,0,1,0,0,1
34560,20111009112305,2,615,39,1,3,1,1,29,1,1,4,0,1,0,3,0,0,1
34562,20111009112337,2,555,44,1,1,1,1,55,1,4,6,0,4,0,1,0,0,1
34563,20111009112347,2,430,43,1,0,3,1,34,2,5,6,0,3,0,0,1,1,1
34565,20111009112377,2,460,42,4,0,3,1,51,2,4,6,0,2,2,0,1,1,1
34566,20111009112389,2,495,42,1,0,3,1,55,1,4,6,0,2,0,0,1,0,1
34567,20111009112412,1,450,43,1,1,3,1,56,2,4,2,1,3,0,1,1,1,1
34570,20111009112466,2,435,43,1,1,3,1,52,2,4,4,0,3,0,1,1,1,1
34571,20111009112468,2,477,39,1,0,3,1,56,1,4,2,0,1,0,0,1,0,1
34572,20111009112475,2,475,43,4,0,1,1,44,2,4,2,0,3,2,0,0,1,1
34573,20111009112489,2,465,43,1,0,1,1,31,1,4,6,0,3,0,0,0,0,1
34574,20111010110047,2,490,43,1,2,1,1,32,2,4,2,0,3,0,2,0,1,1
34575,20111010110066,2,495,40,1,1,3,1,51,2,4,4,0,2,0,1,1,1,1
34576,20111010110507,2,540,43,1,1,1,1,53,1,4,2,0,3,0,1,0,0,1
34578,20111010110550,2,525,39,1,2,1,1,33,1,4,6,0,1,0,2,0,0,1
34580,20111010110607,2,540,39,2,2,2,1,25,2,4,5,0,1,1,2,1,1,1
34581,20111010110609,2,516,40,2,0,3,1,30,2,4,2,0,2,1,0,1,1,1
34582,20111010110670,2,480,44,1,0,3,1,56,2,5,6,0,4,0,0,1,1,1
34586,20111010110788,2,515,40,1,0,1,1,55,1,1,4,0,2,0,0,0,0,1
34587,20111010110840,2,450,43,4,1,1,1,37,2,4,6,0,3,2,1,0,1,1
34589,20111010110906,2,515,41,1,0,3,1,59,2,5,2,0,2,0,0,1,1,1
34592,20111010111025,2,578,42,1,2,1,1,47,1,4,6,0,2,0,2,0,0,1
34593,20111010111028,2,760,36,1,1,3,1,38,1,4,2,0,0,0,1,1,0,1
34596,20111010111107,2,535,40,1,0,2,1,56,2,1,2,0,2,0,0,1,1,1
34598,20111010111133,2,490,39,1,0,1,2,55,2,4,5,0,1,0,0,0,1,0
34600,20111010111215,2,480,40,1,0,3,1,49,2,3,5,0,2,0,0,1,1,1
34601,20111010111234,2,490,40,1,0,1,1,58,1,4,5,0,2,0,0,0,0,1
34603,20111010111314,2,120,39,3,5,1,1,40,1,1,3,0,1,3,3,0,0,1
34604,20111010111331,2,465,39,1,0,3,1,27,1,4,6,0,1,0,0,1,0,1
34605,20111010111418,2,490,43,2,0,3,1,39,1,1,3,0,3,1,0,1,0,1
34608,20111010111511,2,445,35,1,0,3,1,54,1,4,6,0,0,0,0,1,0,1
34609,20111010111524,2,525,43,1,0,1,1,29,1,2,3,0,3,0,0,0,0,1
34611,20111010111681,2,540,43,4,0,3,1,31,2,4,4,0,3,2,0,1,1,1
34613,20111010111706,2,505,39,1,0,1,1,53,1,3,3,0,1,0,0,0,0,1
34614,20111010111721,2,450,43,1,2,1,1,57,1,4,2,0,3,0,2,0,0,1
34615,20111010111888,2,405,43,1,0,1,1,58,2,3,3,0,3,0,0,0,1,1
34616,20111010111945,2,635,43,1,3,1,1,38,1,2,2,0,3,0,3,0,0,1
34617,20111010111960,2,249,43,4,1,1,2,50,2,2,4,0,3,2,1,0,1,0
34618,20111010111966,1,500,43,1,1,2,1,40,2,5,3,1,3,0,1,1,1,1
34619,20111010112032,2,340,39,1,1,2,2,24,2,4,3,0,1,0,1,1,1,0
34620,20111010112154,2,475,43,2,0,3,1,57,2,4,2,0,3,1,0,1,1,1
34621,20111010112170,1,583,42,1,0,1,1,53,2,4,2,1,2,0,0,0,1,1
34624,20111010112382,2,495,40,1,0,3,1,35,1,4,6,0,2,0,0,1,0,1
34626,20111010112400,2,489,43,1,3,1,1,32,2,3,2,0,3,0,3,0,1,1
34627,20111010112418,2,435,43,2,2,3,1,23,2,4,2,0,3,1,2,1,1,1
34629,20111010112477,2,460,46,1,0,3,1,54,2,2,2,0,4,0,0,1,1,1
34632,20111109110633,2,510,39,1,0,1,1,54,1,4,6,0,1,0,0,0,0,1
34635,20111109110769,2,420,43,2,1,1,1,32,2,4,2,0,3,1,1,0,1,1
34637,20111109110799,2,524,43,1,1,3,1,23,2,4,5,0,3,0,1,1,1,1
34639,20111109111055,2,420,42,1,0,1,2,46,2,4,2,0,2,0,0,0,1,0
34642,20111109111191,2,460,39,4,3,1,1,45,1,4,3,0,1,2,3,0,0,1
34643,20111109111281,2,494,40,1,2,1,2,37,2,4,6,0,2,0,2,0,1,0
34646,20111109111305,2,600,44,1,0,1,1,59,1,4,4,0,4,0,0,0,0,1
34649,20111109111351,2,540,39,1,1,1,1,58,2,4,6,0,1,0,1,0,1,1
34651,20111109111366,1,548,39,1,1,3,1,59,2,4,4,1,1,0,1,1,1,1
34655,20111109111595,2,390,40,1,0,3,1,47,2,2,6,0,2,0,0,1,1,1
34656,20111109111607,2,570,39,2,0,1,1,43,1,2,4,0,1,1,0,0,0,1
34657,20111109111647,2,520,33,1,1,1,1,53,1,4,3,0,0,0,1,0,0,1
34661,20111109111837,2,560,39,1,0,3,1,56,1,4,6,0,1,0,0,1,0,1
34663,20111109111888,2,531,43,1,2,1,1,45,2,4,6,0,3,0,2,0,1,1
34664,20111109111899,2,580,38,4,1,1,1,39,1,4,5,0,0,2,1,0,0,1
34665,20111109111966,2,780,32,1,1,1,1,55,1,4,4,0,0,0,1,0,0,1
34666,20111109111969,2,445,39,1,3,1,1,39,1,4,4,0,1,0,3,0,0,1
34669,20111109112016,2,670,42,1,2,1,1,37,1,4,5,0,2,0,2,0,0,1
34670,20111109112021,2,405,40,1,0,1,1,58,1,4,6,0,2,0,0,0,0,1
34672,20111109112060,2,650,46,4,0,1,1,44,1,5,4,0,4,2,0,0,0,1
34673,20111109112065,2,500,43,1,0,3,1,46,1,4,6,0,3,0,0,1,0,1
34674,20111109112076,2,690,39,1,2,1,1,48,1,4,5,0,1,0,2,0,0,1
34678,20111109112270,2,655,46,1,2,1,1,33,1,4,6,0,4,0,2,0,0,1
34679,20111109112295,2,420,39,3,2,1,1,41,2,4,3,0,1,3,2,0,1,1
34681,20111109112450,2,600,44,1,1,1,1,40,2,2,5,0,4,0,1,0,1,1
34682,20111109112462,2,620,40,1,0,2,1,31,1,4,2,0,2,0,0,1,0,1
34686,20111110110131,2,465,39,1,0,2,1,38,2,4,2,0,1,0,0,1,1,1
34687,20111110110136,2,520,40,1,1,3,1,30,2,4,3,0,2,0,1,1,1,1
34688,20111110110139,2,310,43,1,1,1,1,37,2,4,4,0,3,0,1,0,1,1
34689,20111110110150,2,120,39,2,0,3,1,51,2,4,3,0,1,1,0,1,1,1
34690,20111110110512,2,510,39,1,1,3,1,42,2,4,2,0,1,0,1,1,1,1
34692,20111110110547,2,505,41,1,0,2,1,44,1,4,6,0,2,0,0,1,0,1
34693,20111110110551,2,520,40,1,0,1,1,46,1,4,2,0,2,0,0,0,0,1
34694,20111110110569,2,590,39,1,0,2,1,53,1,4,3,0,1,0,0,1,0,1
34695,20111110110586,2,635,43,1,1,1,1,40,1,4,2,0,3,0,1,0,0,1
34696,20111110110620,2,390,39,4,2,1,1,38,1,3,3,0,1,2,2,0,0,1
34697,20111110110622,2,680,43,1,0,3,1,55,1,1,4,0,3,0,0,1,0,1
34700,20111110110680,2,490,39,1,2,1,1,39,2,4,6,0,1,0,2,0,1,1
34703,20111110110722,2,475,43,1,2,1,1,47,1,2,4,0,3,0,2,0,0,1
34704,20111110110738,2,480,39,2,0,1,1,52,1,3,3,0,1,1,0,0,0,1
34706,20111110110756,2,368,39,1,1,3,2,44,2,4,5,0,1,0,1,1,1,0
34707,20111110110758,2,700,39,1,4,1,1,39,1,4,3,0,1,0,3,0,0,1
34708,20111110110768,2,445,40,2,4,2,1,27,2,5,2,0,2,1,3,1,1,1
34709,20111110110769,2,758,44,1,2,1,1,45,2,5,6,0,4,0,2,0,1,1
34710,20111110110772,2,450,43,1,2,1,1,34,2,3,6,0,3,0,2,0,1,1
34711,20111110110774,2,390,40,2,2,3,1,25,2,4,3,0,2,1,2,1,1,1
34712,20111110110779,2,530,41,1,0,3,1,25,1,4,4,0,2,0,0,1,0,1
34714,20111110110795,2,457,39,1,0,1,1,51,1,3,6,0,1,0,0,0,0,1
34716,20111110110804,2,655,40,1,2,1,1,41,1,4,3,0,2,0,2,0,0,1
34717,20111110110811,2,450,43,2,0,3,1,58,2,3,3,0,3,1,0,1,1,1
34718,20111110110820,2,458,39,1,2,1,1,42,1,4,6,0,1,0,2,0,0,1
34719,20111110110821,2,460,43,1,0,2,1,37,1,3,3,0,3,0,0,1,0,1
34721,20111110110843,2,390,39,7,2,2,1,33,1,4,5,0,1,3,2,1,0,1
34723,20111110110855,2,293,39,2,3,3,2,27,2,4,4,0,1,1,3,1,1,0
34724,20111110110857,2,520,40,1,3,1,1,32,2,4,4,0,2,0,3,0,1,1
34727,20111110110893,2,480,44,1,0,1,1,34,2,4,6,0,4,0,0,0,1,1
34729,20111110110926,2,720,40,2,0,3,1,40,1,4,6,0,2,1,0,1,0,1
34730,20111110110942,2,495,39,1,3,1,1,46,1,4,4,0,1,0,3,0,0,1
34731,20111110110953,2,475,44,4,0,3,1,32,2,4,4,0,4,2,0,1,1,1
34732,20111110110962,2,525,39,1,0,1,1,54,2,2,2,0,1,0,0,0,1,1
34733,20111110110965,2,455,39,1,2,1,1,42,1,4,3,0,1,0,2,0,0,1
34736,20111110110978,2,546,43,2,0,1,1,29,1,3,5,0,3,1,0,0,0,1
34737,20111110110999,2,285,40,2,1,1,1,43,2,4,3,0,2,1,1,0,1,1
34738,20111110111033,2,485,43,1,2,1,1,43,2,4,6,0,3,0,2,0,1,1
34740,20111110111037,2,690,39,1,0,3,1,59,1,4,4,0,1,0,0,1,0,1
34741,20111110111039,2,480,39,1,3,1,1,45,1,4,4,0,1,0,3,0,0,1
34743,20111110111050,2,465,43,1,0,3,1,58,2,5,4,0,3,0,0,1,1,1
34745,20111110111085,2,520,43,1,7,1,1,56,1,4,2,0,3,0,3,0,0,1
34746,20111110111092,1,345,43,1,0,3,2,37,2,5,3,1,3,0,0,1,1,0
34749,20111110111101,2,215,43,2,0,3,2,23,2,4,3,0,3,1,0,1,1,0
34750,20111110111143,2,490,43,1,2,1,1,34,2,3,4,0,3,0,2,0,1,1
34756,20111110111254,1,150,43,1,1,1,1,31,2,4,5,1,3,0,1,0,1,1
34758,20111110111300,2,530,43,1,0,3,1,24,1,4,5,0,3,0,0,1,0,1
34759,20111110111310,2,405,43,1,0,3,1,55,2,4,6,0,3,0,0,1,1,1
34761,20111110111332,2,470,41,2,1,3,1,51,2,4,2,0,2,1,1,1,1,1
34762,20111110111335,2,435,40,1,1,3,1,36,2,4,3,0,2,0,1,1,1,1
34763,20111110111350,2,440,43,2,0,2,1,30,1,4,6,0,3,1,0,1,0,1
34765,20111110111369,2,275,45,1,3,1,1,52,1,4,4,0,4,0,3,0,0,1
34766,20111110111375,2,515,44,1,2,1,1,35,2,4,5,0,4,0,2,0,1,1
34770,20111110111404,2,595,43,1,0,3,1,28,1,4,4,0,3,0,0,1,0,1
34773,20111110111434,2,240,39,1,1,3,1,21,2,4,3,0,1,0,1,1,1,1
34774,20111110111435,2,444,40,1,2,1,1,33,1,4,3,0,2,0,2,0,0,1
34778,20111110111485,2,685,39,1,0,3,1,37,2,5,4,0,1,0,0,1,1,1
34779,20111110111496,2,465,35,2,6,3,1,57,2,2,6,0,0,1,3,1,1,1
34780,20111110111527,2,670,40,1,1,2,1,32,1,4,4,0,2,0,1,1,0,1
34781,20111110111529,2,525,43,1,2,1,1,47,2,3,5,0,3,0,2,0,1,1
34783,20111110111554,2,555,34,3,0,1,2,59,1,4,4,0,0,3,0,0,0,0
34784,20111110111562,2,395,40,1,3,1,1,54,2,2,4,0,2,0,3,0,1,1
34785,20111110111591,2,470,39,2,0,3,1,50,1,4,4,0,1,1,0,1,0,1
34786,20111110111594,2,386,44,2,1,1,1,46,2,2,6,0,4,1,1,0,1,1
34787,20111110111602,2,520,39,1,2,2,1,29,2,2,6,0,1,0,2,1,1,1
34788,20111110111612,2,683,39,1,3,2,1,33,1,4,2,0,1,0,3,1,0,1
34789,20111110111619,1,600,43,1,0,3,1,49,2,4,3,1,3,0,0,1,1,1
34791,20111110111664,2,470,44,1,2,1,1,41,1,4,5,0,4,0,2,0,0,1
34792,20111110111686,2,422,45,1,0,1,1,28,1,4,5,0,4,0,0,0,0,1
34796,20111110111733,2,659,35,1,2,3,1,46,2,4,2,0,0,0,2,1,1,1
34797,20111110111749,2,570,32,1,3,1,1,26,1,4,2,0,0,0,3,0,0,1
34798,20111110111765,1,675,44,1,0,3,2,52,2,4,4,1,4,0,0,1,1,0
34799,20111110111790,2,450,43,2,1,3,1,31,2,4,6,0,3,1,1,1,1,1
34800,20111110111799,2,575,40,1,0,1,1,39,1,4,5,0,2,0,0,0,0,1
34802,20111110111823,2,481,39,4,2,1,1,55,1,4,3,0,1,2,2,0,0,1
34803,20111110111862,2,475,42,1,3,1,1,40,1,5,4,0,2,0,3,0,0,1
34804,20111110111876,2,450,40,1,0,3,1,53,2,4,6,0,2,0,0,1,1,1
34805,20111110111892,2,600,43,2,0,3,1,55,2,3,2,0,3,1,0,1,1,1
34806,20111110111921,2,719,40,1,0,1,1,51,1,1,2,0,2,0,0,0,0,1
34807,20111110111922,1,240,45,1,2,3,1,34,2,4,6,1,4,0,2,1,1,1
34808,20111110111931,2,480,41,1,1,1,2,41,2,3,5,0,2,0,1,0,1,0
34810,20111110111938,2,720,40,1,0,3,1,41,1,3,3,0,2,0,0,1,0,1
34811,20111110111942,2,387,44,2,1,3,1,36,2,4,3,0,4,1,1,1,1,1
34814,20111110111993,2,460,40,1,0,3,1,59,2,5,4,0,2,0,0,1,1,1
34815,20111110112001,2,485,40,2,1,3,1,55,2,4,6,0,2,1,1,1,1,1
34816,20111110112008,2,445,36,1,1,3,1,41,2,4,4,0,0,0,1,1,1,1
34817,20111110112012,2,210,43,1,2,1,1,40,1,4,3,0,3,0,2,0,0,1
34818,20111110112021,2,225,40,1,1,3,2,28,1,4,2,0,2,0,1,1,0,0
34819,20111110112026,2,465,39,7,3,3,1,34,2,4,3,0,1,3,3,1,1,1
34820,20111110112036,2,455,39,1,0,2,1,28,2,4,6,0,1,0,0,1,1,1
34821,20111110112049,2,535,43,1,0,3,1,33,1,4,5,0,3,0,0,1,0,1
34826,20111110112086,2,390,35,1,1,3,2,40,2,4,5,0,0,0,1,1,1,0
34827,20111110112098,2,480,40,1,3,1,1,42,2,5,2,0,2,0,3,0,1,1
34829,20111110112126,2,355,40,1,2,1,1,37,1,4,2,0,2,0,2,0,0,1
34833,20111110112185,2,990,43,4,6,1,1,37,2,4,3,0,3,2,3,0,1,1
34835,20111110112189,2,311,40,1,0,1,2,53,2,2,3,0,2,0,0,0,1,0
34836,20111110112193,2,617,39,1,2,1,1,36,1,3,3,0,1,0,2,0,0,1
34837,20111110112194,2,625,43,1,0,3,1,53,1,4,2,0,3,0,0,1,0,1
34839,20111110112201,2,465,39,1,1,1,1,42,1,4,4,0,1,0,1,0,0,1
34840,20111110112213,2,435,41,1,0,3,1,49,1,4,5,0,2,0,0,1,0,1
34842,20111110112224,2,210,43,1,1,3,2,28,2,4,2,0,3,0,1,1,1,0
34844,20111110112235,2,480,43,2,0,3,1,41,2,2,3,0,3,1,0,1,1,1
34847,20111110112248,2,480,43,1,3,1,1,40,2,4,6,0,3,0,3,0,1,1
34849,20111110112253,2,555,44,4,2,1,1,44,2,2,5,0,4,2,2,0,1,1
34850,20111110112261,2,480,40,1,0,3,1,46,1,4,4,0,2,0,0,1,0,1
34858,20111110112294,2,461,40,1,2,1,1,39,1,3,3,0,2,0,2,0,0,1
34859,20111110112304,2,490,45,1,2,1,1,48,1,5,3,0,4,0,2,0,0,1
34860,20111110112357,1,440,44,1,0,3,1,58,1,4,6,1,4,0,0,1,0,1
34861,20111110112359,2,416,36,1,0,1,2,47,2,2,3,0,0,0,0,0,1,0
34863,20111110112377,2,520,42,1,0,3,1,57,2,1,6,0,2,0,0,1,1,1
34865,20111110112410,2,485,41,1,4,1,1,38,1,4,5,0,2,0,3,0,0,1
34867,20111110112423,2,515,41,1,2,1,1,37,1,4,6,0,2,0,2,0,0,1
34868,20111110112425,2,480,40,1,0,3,1,26,1,4,6,0,2,0,0,1,0,1
34871,20111110112481,2,388,43,1,2,1,1,37,1,4,6,0,3,0,2,0,0,1
34873,20111110112491,2,434,41,1,2,1,1,44,1,4,4,0,2,0,2,0,0,1
34876,20111110112505,2,480,44,4,1,3,1,44,2,4,4,0,4,2,1,1,1,1
34877,20111110112512,2,300,39,1,0,1,2,58,1,1,5,0,1,0,0,0,0,0
34880,20111111110147,2,530,39,2,0,3,1,43,1,4,2,0,1,1,0,1,0,1
34881,20111111110957,1,540,44,1,4,1,1,50,1,4,2,1,4,0,3,0,0,1
34882,20111111111027,2,495,39,1,0,3,1,59,2,4,2,0,1,0,0,1,1,1
34884,20111111111089,2,435,40,1,1,3,1,25,2,4,4,0,2,0,1,1,1,1
34887,20111111111546,2,505,39,1,3,1,1,35,1,4,3,0,1,0,3,0,0,1
34888,20111111111664,2,365,40,1,0,3,1,31,1,4,4,0,2,0,0,1,0,1
34894,20111111112090,2,435,39,1,2,1,1,39,1,1,4,0,1,0,2,0,0,1
34895,20111111112156,2,330,40,1,0,3,1,50,1,4,4,0,2,0,0,1,0,1
34896,20111111112170,2,510,46,1,0,2,1,58,2,3,2,0,4,0,0,1,1,1
34897,20111111112337,2,165,42,1,0,1,2,26,2,4,2,0,2,0,0,0,1,0
34899,20111111112460,2,458,46,1,2,1,2,40,2,4,4,0,4,0,2,0,1,0
34900,20111111112480,2,585,44,1,4,1,1,43,1,4,4,0,4,0,3,0,0,1
34903,20111210110528,2,565,40,1,0,1,1,30,1,1,4,0,2,0,0,0,0,1
34904,20111210110545,2,461,40,1,0,3,1,29,1,4,5,0,2,0,0,1,0,1
34907,20111210110705,2,700,42,1,2,1,1,38,1,3,5,0,2,0,2,0,0,1
34909,20111210110866,2,515,39,2,0,3,1,46,2,1,3,0,1,1,0,1,1,1
34910,20111210111031,2,540,43,1,1,1,1,32,1,4,6,0,3,0,1,0,0,1
34911,20111210111047,2,370,44,1,0,3,1,39,2,3,2,0,4,0,0,1,1,1
34914,20111210111175,2,450,40,1,0,3,1,42,1,4,2,0,2,0,0,1,0,1
34915,20111210111191,2,529,43,1,1,1,1,32,2,4,5,0,3,0,1,0,1,1
34916,20111210111261,2,480,41,1,1,1,1,27,2,4,4,0,2,0,1,0,1,1
34917,20111210111268,2,320,34,1,4,1,1,37,1,4,6,0,0,0,3,0,0,1
34918,20111210111289,2,565,43,1,1,1,1,40,2,4,5,0,3,0,1,0,1,1
34919,20111210111296,1,556,39,2,0,3,1,58,2,5,6,1,1,1,0,1,1,1
34920,20111210111306,2,440,43,1,0,3,1,31,2,4,6,0,3,0,0,1,1,1
34922,20111210111386,2,645,43,4,0,3,1,32,2,4,6,0,3,2,0,1,1,1
34924,20111210111402,2,428,44,1,2,1,1,38,2,4,5,0,4,0,2,0,1,1
34925,20111210111415,2,660,45,1,2,1,1,53,1,4,2,0,4,0,2,0,0,1
34926,20111210111458,2,855,41,2,0,3,1,53,1,3,6,0,2,1,0,1,0,1
34928,20111210111608,2,180,39,1,2,1,1,42,1,5,5,0,1,0,2,0,0,1
34931,20111210111783,2,500,40,1,0,2,1,34,2,4,2,0,2,0,0,1,1,1
34932,20111210111796,2,895,43,1,1,1,1,50,1,4,2,0,3,0,1,0,0,1
34937,20111210111834,2,525,33,1,3,1,1,43,1,4,3,0,0,0,3,0,0,1
34938,20111210111930,2,545,40,1,0,3,1,27,2,4,4,0,2,0,0,1,1,1
34939,20111210111947,2,295,41,1,1,1,1,25,1,4,3,0,2,0,1,0,0,1
34941,20111210112048,2,350,39,1,2,1,2,35,2,4,4,0,1,0,2,0,1,0
34942,20111210112051,2,600,34,1,1,1,1,48,1,4,5,0,0,0,1,0,0,1
34943,20111210112055,2,410,39,1,2,3,1,33,2,4,3,0,1,0,2,1,1,1
34944,20111210112068,2,495,43,1,2,1,1,37,1,4,3,0,3,0,2,0,0,1
34945,20111210112158,2,570,40,1,0,3,1,56,1,1,3,0,2,0,0,1,0,1
34947,20111210112301,2,420,43,1,2,1,2,44,2,3,3,0,3,0,2,0,1,0
34950,20111210112416,2,580,41,1,2,1,1,32,1,4,2,0,2,0,2,0,0,1
34951,20111210112427,2,780,43,1,0,1,1,57,1,4,2,0,3,0,0,0,0,1
34952,20111210112446,2,425,45,1,2,1,1,47,1,2,5,0,4,0,2,0,0,1
34953,20111210112494,2,120,41,2,0,3,1,49,1,3,4,0,2,1,0,1,0,1
34954,20111210112516,2,440,39,1,0,3,1,48,2,4,3,0,1,0,0,1,1,1
