,TUCASEID,LEJF_11,LEJF_12,LEJF_13,LEJF_14
5348,20180111171699,1,1,2,1
5349,20180111171729,-1,-1,-1,-1
5350,20180111171740,1,2,1,2
5351,20180111171752,1,1,4,1
5352,20180111171806,-1,-1,-1,-1
5353,20180111171813,-1,-1,-1,-1
5354,20180111171847,-1,-1,-1,-1
5355,20180111171864,-1,-1,-1,-1
5356,20180111171987,-1,-1,-1,-1
5357,20180111172024,-1,-1,-1,-1
5358,20180111172034,-1,-1,-1,-1
5359,20180111172046,-1,-1,-1,-1
5360,20180111172088,-1,-1,-1,-1
5361,20180111172090,1,1,2,2
5362,20180111172096,-1,-1,-1,-1
5363,20180111172134,-1,-1,-1,-1
5364,20180111172138,-1,-1,-1,-1
5365,20180111172153,-1,-1,-1,-1
5366,20180111172218,1,1,3,2
5367,20180111172231,-1,-1,-1,-1
5368,20180111172242,-1,-1,-1,-1
5369,20180111172244,-1,-1,-1,-1
5370,20180111172255,-1,-1,-1,-1
5371,20180111172257,1,1,3,1
5372,20180111172260,2,-1,-1,-1
5373,20180111172271,-1,-1,-1,-1
5374,20180111172280,-1,-1,-1,-1
5375,20180111172284,-1,-1,-1,-1
5376,20180111172297,-1,-1,-1,-1
5377,20180111172333,-1,-1,-1,-1
5378,20180111172346,-1,-1,-1,-1
5379,20180111172373,-1,-1,-1,-1
5380,20180111172386,-1,-1,-1,-1
5381,20180111172424,-1,-1,-1,-1
5382,20180111172436,-1,-1,-1,-1
5383,20180111172471,-1,-1,-1,-1
5384,20180111172485,2,-1,-1,-1
5385,20180111172494,1,1,3,1
5386,20180111172497,-1,-1,-1,-1
5387,20180111172515,-1,-1,-1,-1
5388,20180111172528,-1,-1,-1,-1
5389,20180111172537,-1,-1,-1,-1
5390,20180111172539,-1,-1,-1,-1
5391,20180111172543,1,1,3,1
5392,20180112170019,-1,-1,-1,-1
5393,20180112170022,1,1,3,2
5394,20180112170040,-1,-1,-1,-1
5395,20180112170041,-1,-1,-1,-1
5396,20180112170042,-1,-1,-1,-1
5397,20180112170052,-1,-1,-1,-1
5398,20180112170081,-1,-1,-1,-1
5399,20180112170094,1,1,2,1
5400,20180112170095,-1,-1,-1,-1
5401,20180112170100,-1,-1,-1,-1
5402,20180112170101,1,1,3,1
5403,20180112170103,-1,-1,-1,-1
5404,20180112170121,-1,-1,-1,-1
5405,20180112170133,-1,-1,-1,-1
5406,20180112170147,-1,-1,-1,-1
5407,20180112170154,-1,-1,-1,-1
5408,20180112170156,1,1,3,1
5409,20180112170501,-1,-1,-1,-1
5410,20180112170509,-1,-1,-1,-1
5411,20180112170517,-1,-1,-1,-1
5412,20180112170523,1,1,5,2
5413,20180112170551,1,3,3,2
5414,20180112170555,-1,-1,-1,-1
5415,20180112170564,-1,-1,-1,-1
5416,20180112170568,-1,-1,-1,-1
5417,20180112170575,1,1,3,1
5418,20180112170580,-1,-1,-1,-1
5419,20180112170598,-1,-1,-1,-1
5420,20180112170599,1,2,2,2
5421,20180112170601,-1,-1,-1,-1
5422,20180112170606,1,2,1,1
5423,20180112170609,1,1,4,1
5424,20180112170610,-1,-1,-1,-1
5425,20180112170617,-1,-1,-1,-1
5426,20180112170620,-1,-1,-1,-1
5427,20180112170622,1,1,5,2
5428,20180112170626,-1,-1,-1,-1
5429,20180112170630,1,1,3,1
5430,20180112170635,-1,-1,-1,-1
5431,20180112170643,-1,-1,-1,-1
5432,20180112170651,1,1,5,1
5433,20180112170653,1,2,3,2
5434,20180112170664,-1,-1,-1,-1
5435,20180112170673,-1,-1,-1,-1
5436,20180112170676,-1,-1,-1,-1
5437,20180112170681,-1,-1,-1,-1
5438,20180112170685,1,1,2,2
5439,20180112170688,-1,-1,-1,-1
5440,20180112170690,1,1,2,1
5441,20180112170692,1,1,1,1
5442,20180112170700,-1,-1,-1,-1
5443,20180112170711,-1,-1,-1,-1
5444,20180112170712,1,1,4,1
5445,20180112170713,-1,-1,-1,-1
5446,20180112170728,1,1,2,1
5447,20180112170741,1,1,6,1
5448,20180112170743,-1,-1,-1,-1
5449,20180112170751,-1,-1,-1,-1
5450,20180112170758,1,1,1,2
5451,20180112170769,-1,-1,-1,-1
5452,20180112170779,2,-1,-1,-1
5453,20180112170789,1,2,1,2
5454,20180112170794,-1,-1,-1,-1
5455,20180112170803,-1,-1,-1,-1
5456,20180112170806,1,1,3,1
5457,20180112170809,-1,-1,-1,-1
5458,20180112170817,-1,-1,-1,-1
5459,20180112170823,1,3,1,1
5460,20180112170831,-1,-1,-1,-1
5461,20180112170836,-1,-1,-1,-1
5462,20180112170848,-1,-1,-1,-1
5463,20180112170859,1,1,3,1
5464,20180112170873,-1,-1,-1,-1
5465,20180112170881,-1,-1,-1,-1
5466,20180112170886,-1,-1,-1,-1
5467,20180112170903,1,1,3,1
5468,20180112170915,1,1,2,1
5469,20180112170928,1,1,4,1
5470,20180112170929,-1,-1,-1,-1
5471,20180112170933,-1,-1,-1,-1
5472,20180112170945,-1,-1,-1,-1
5473,20180112170948,1,1,5,1
5474,20180112170969,-1,-1,-1,-1
5475,20180112170970,-1,-1,-1,-1
5476,20180112170972,1,1,3,1
5477,20180112170983,-1,-1,-1,-1
5478,20180112170988,-1,-1,-1,-1
5479,20180112170992,1,1,3,2
5480,20180112170996,1,1,2,1
5481,20180112170997,-1,-1,-1,-1
5482,20180112170998,1,3,4,1
5483,20180112171003,-1,-1,-1,-1
5484,20180112171006,1,3,2,2
5485,20180112171012,-1,-1,-1,-1
5486,20180112171027,-1,-1,-1,-1
5487,20180112171054,1,1,2,2
5488,20180112171055,-1,-1,-1,-1
5489,20180112171060,-1,-1,-1,-1
5490,20180112171061,-1,-1,-1,-1
5491,20180112171068,-1,-1,-1,-1
5492,20180112171069,-1,-1,-1,-1
5493,20180112171072,-1,-1,-1,-1
5494,20180112171076,-1,-1,-1,-1
5495,20180112171082,-1,-1,-1,-1
5496,20180112171088,-1,-1,-1,-1
5497,20180112171089,1,2,1,2
5498,20180112171096,-1,-1,-1,-1
5499,20180112171097,-1,-1,-1,-1
5500,20180112171114,1,1,3,1
5501,20180112171143,-1,-1,-1,-1
5502,20180112171150,-1,-1,-1,-1
5503,20180112171151,-1,-1,-1,-1
5504,20180112171162,1,3,6,2
5505,20180112171170,-1,-1,-1,-1
5506,20180112171173,1,2,1,1
5507,20180112171188,-1,-1,-1,-1
5508,20180112171197,-1,-1,-1,-1
5509,20180112171200,2,-1,-1,-1
5510,20180112171206,-1,-1,-1,-1
5511,20180112171208,-1,-1,-1,-1
5512,20180112171223,-1,-1,-1,-1
5513,20180112171224,-1,-1,-1,-1
5514,20180112171227,-1,-1,-1,-1
5515,20180112171228,-1,-1,-1,-1
5516,20180112171254,-1,-1,-1,-1
5517,20180112171257,-1,-1,-1,-1
5518,20180112171261,-1,-1,-1,-1
5519,20180112171270,-1,-1,-1,-1
5520,20180112171271,-1,-1,-1,-1
5521,20180112171276,-1,-1,-1,-1
5522,20180112171280,-1,-1,-1,-1
5523,20180112171281,-1,-1,-1,-1
5524,20180112171283,-1,-1,-1,-1
5525,20180112171288,-1,-1,-1,-1
5526,20180112171294,-1,-1,-1,-1
5527,20180112171299,1,1,5,1
5528,20180112171302,-1,-1,-1,-1
5529,20180112171308,-1,-1,-1,-1
5530,20180112171314,-1,-1,-1,-1
5531,20180112171320,1,2,5,1
5532,20180112171328,-1,-1,-1,-1
5533,20180112171330,-1,-1,-1,-1
5534,20180112171331,1,2,3,1
5535,20180112171337,-1,-1,-1,-1
5536,20180112171339,-1,-1,-1,-1
5537,20180112171344,-1,-1,-1,-1
5538,20180112171349,-1,-1,-1,-1
5539,20180112171350,-1,-1,-1,-1
5540,20180112171358,-1,-1,-1,-1
5541,20180112171362,-1,-1,-1,-1
5542,20180112171370,1,1,3,2
5543,20180112171371,1,1,7,2
5544,20180112171372,2,-1,-1,-1
5545,20180112171375,-1,-1,-1,-1
5546,20180112171384,-1,-1,-1,-1
5547,20180112171397,-1,-1,-1,-1
5548,20180112171401,1,1,4,1
5549,20180112171402,-1,-1,-1,-1
5550,20180112171404,-1,-1,-1,-1
5551,20180112171406,1,2,3,1
5552,20180112171409,-1,-1,-1,-1
5553,20180112171412,-1,-1,-1,-1
5554,20180112171417,-1,-1,-1,-1
5555,20180112171422,1,2,2,1
5556,20180112171439,-1,-1,-1,-1
5557,20180112171440,1,2,2,1
5558,20180112171442,-1,-1,-1,-1
5559,20180112171470,2,-1,-1,-1
5560,20180112171484,-1,-1,-1,-1
5561,20180112171485,-1,-1,-1,-1
5562,20180112171502,-1,-1,-1,-1
5563,20180112171506,-1,-1,-1,-1
5564,20180112171515,-1,-1,-1,-1
5565,20180112171518,-1,-1,-1,-1
5566,20180112171541,-1,-1,-1,-1
5567,20180112171556,-1,-1,-1,-1
5568,20180112171558,1,2,1,2
5569,20180112171561,-1,-1,-1,-1
5570,20180112171575,1,1,2,2
5571,20180112171577,-1,-1,-1,-1
5572,20180112171579,1,1,5,2
5573,20180112171580,1,1,1,2
5574,20180112171595,1,1,5,1
5575,20180112171599,1,1,3,2
5576,20180112171608,-1,-1,-1,-1
5577,20180112171612,1,1,3,1
5578,20180112171614,1,2,1,2
5579,20180112171619,-1,-1,-1,-1
5580,20180112171621,-1,-1,-1,-1
5581,20180112171623,-1,-1,-1,-1
5582,20180112171625,1,1,1,2
5583,20180112171630,1,3,3,2
5584,20180112171633,-1,-1,-1,-1
5585,20180112171637,1,1,5,2
5586,20180112171639,-1,-1,-1,-1
5587,20180112171649,1,1,1,1
5588,20180112171658,-1,-1,-1,-1
5589,20180112171659,1,1,3,1
5590,20180112171671,1,1,6,2
5591,20180112171673,-1,-1,-1,-1
5592,20180112171685,-1,-1,-1,-1
5593,20180112171693,-1,-1,-1,-1
5594,20180112171695,-1,-1,-1,-1
5595,20180112171706,1,1,3,2
5596,20180112171707,-1,-1,-1,-1
5597,20180112171713,-1,-1,-1,-1
5598,20180112171719,-1,-1,-1,-1
5599,20180112171721,-1,-1,-1,-1
5600,20180112171725,2,-1,-1,-1
5601,20180112171727,1,2,1,2
5602,20180112171731,-1,-1,-1,-1
5603,20180112171750,1,2,1,2
5604,20180112171753,-1,-1,-1,-1
5605,20180112171756,1,1,3,1
5606,20180112171757,-1,-1,-1,-1
5607,20180112171762,1,2,2,2
5608,20180112171771,-1,-1,-1,-1
5609,20180112171777,-1,-1,-1,-1
5610,20180112171779,1,1,3,1
5611,20180112171782,-1,-1,-1,-1
5612,20180112171791,1,1,1,2
5613,20180112171799,-1,-1,-1,-1
5614,20180112171801,-1,-1,-1,-1
5615,20180112171802,1,1,5,1
5616,20180112171807,-1,-1,-1,-1
5617,20180112171808,-1,-1,-1,-1
5618,20180112171818,1,1,3,1
5619,20180112171832,-1,-1,-1,-1
5620,20180112171849,-1,-1,-1,-1
5621,20180112171862,1,1,5,1
5622,20180112171865,2,-1,-1,-1
5623,20180112171873,1,1,4,1
5624,20180112171877,-1,-1,-1,-1
5625,20180112171886,-1,-1,-1,-1
5626,20180112171889,-1,-1,-1,-1
5627,20180112171921,-1,-1,-1,-1
5628,20180112171923,-1,-1,-1,-1
5629,20180112171936,1,1,5,2
5630,20180112171940,-1,-1,-1,-1
5631,20180112171943,-1,-1,-1,-1
5632,20180112171962,-1,-1,-1,-1
5633,20180112171963,1,1,2,1
5634,20180112171964,-1,-1,-1,-1
5635,20180112171970,-1,-1,-1,-1
5636,20180112171977,2,-1,-1,-1
5637,20180112171988,-1,-1,-1,-1
5638,20180112171996,-1,-1,-1,-1
5639,20180112172003,-1,-1,-1,-1
5640,20180112172006,-1,-1,-1,-1
5641,20180112172008,-1,-1,-1,-1
5642,20180112172011,-1,-1,-1,-1
5643,20180112172014,-1,-1,-1,-1
5644,20180112172016,-1,-1,-1,-1
5645,20180112172021,-1,-1,-1,-1
5646,20180112172038,-1,-1,-1,-1
5647,20180112172047,-1,-1,-1,-1
5648,20180112172048,-1,-1,-1,-1
5649,20180112172051,-1,-1,-1,-1
5650,20180112172063,1,1,3,1
5651,20180112172081,-1,-1,-1,-1
5652,20180112172085,-1,-1,-1,-1
5653,20180112172088,-1,-1,-1,-1
5654,20180112172096,-1,-1,-1,-1
5655,20180112172105,-1,-1,-1,-1
5656,20180112172106,-1,-1,-1,-1
5657,20180112172127,-1,-1,-1,-1
5658,20180112172133,1,1,4,1
5659,20180112172136,-1,-1,-1,-1
5660,20180112172147,1,2,5,2
5661,20180112172165,-1,-1,-1,-1
5662,20180112172177,-1,-1,-1,-1
5663,20180112172178,-1,-1,-1,-1
5664,20180112172183,1,1,2,1
5665,20180112172195,-1,-1,-1,-1
5666,20180112172196,-1,-1,-1,-1
5667,20180112172198,1,1,1,1
5668,20180112172200,1,1,2,1
5669,20180112172203,1,3,3,1
5670,20180112172216,2,-1,-1,-1
5671,20180112172226,-1,-1,-1,-1
5672,20180112172241,1,1,6,1
5673,20180112172245,1,3,1,2
5674,20180112172259,1,2,1,2
5675,20180112172263,-1,-1,-1,-1
5676,20180112172270,-1,-1,-1,-1
5677,20180112172272,-1,-1,-1,-1
5678,20180112172274,-1,-1,-1,-1
5679,20180112172275,-1,-1,-1,-1
5680,20180112172277,-1,-1,-1,-1
5681,20180112172278,2,-1,-1,-1
5682,20180112172279,-1,-1,-1,-1
5683,20180112172282,-1,-1,-1,-1
5684,20180112172283,-1,-1,-1,-1
5685,20180112172316,-1,-1,-1,-1
5686,20180112172317,-1,-1,-1,-1
5687,20180112172318,-1,-1,-1,-1
5688,20180112172325,1,1,2,1
5689,20180112172326,2,-1,-1,-1
5690,20180112172329,-1,-1,-1,-1
5691,20180112172335,1,2,1,2
5692,20180112172345,-1,-1,-1,-1
5693,20180112172346,-1,-1,-1,-1
5694,20180112172352,-1,-1,-1,-1
5695,20180112172353,-1,-1,-1,-1
5696,20180112172358,-1,-1,-1,-1
5697,20180112172363,-1,-1,-1,-1
5698,20180112172366,-1,-1,-1,-1
5699,20180112172369,1,1,1,1
5700,20180112172373,1,1,6,2
5701,20180112172377,-1,-1,-1,-1
5702,20180112172379,1,1,5,2
5703,20180112172384,-1,-1,-1,-1
5704,20180112172385,-1,-1,-1,-1
5705,20180112172392,-1,-1,-1,-1
5706,20180112172394,-1,-1,-1,-1
5707,20180112172398,-1,-1,-1,-1
5708,20180112172405,-1,-1,-1,-1
5709,20180112172408,1,2,1,1
5710,20180112172426,-1,-1,-1,-1
5711,20180112172427,1,1,1,1
5712,20180112172430,-1,-1,-1,-1
5713,20180112172432,-1,-1,-1,-1
5714,20180112172433,1,1,5,2
5715,20180112172439,-1,-1,-1,-1
5716,20180112172443,1,1,2,1
5717,20180112172449,1,1,4,1
5718,20180112172450,-1,-1,-1,-1
5719,20180112172458,2,-1,-1,-1
5720,20180112172460,1,1,4,1
5721,20180112172465,-1,-1,-1,-1
5722,20180112172477,-1,-1,-1,-1
5723,20180112172482,-1,-1,-1,-1
5724,20180112172485,-1,-1,-1,-1
5725,20180112172488,1,1,1,1
5726,20180112172514,-1,-1,-1,-1
5727,20180112172519,-1,-1,-1,-1
5728,20180112172522,-1,-1,-1,-1
5729,20180201180005,-1,-1,-1,-1
5730,20180201180015,1,1,5,1
5731,20180201180026,-1,-1,-1,-1
5732,20180201180029,1,3,4,1
5733,20180201180035,2,-1,-1,-1
5734,20180201180040,-1,-1,-1,-1
5735,20180201180043,-1,-1,-1,-1
5736,20180201180058,-1,-1,-1,-1
5737,20180201180063,1,2,5,2
5738,20180201180075,1,1,3,2
5739,20180201180077,-1,-1,-1,-1
5740,20180201180091,1,1,3,1
5741,20180201180092,1,2,1,2
5742,20180201180095,1,3,1,1
5743,20180201180107,-1,-1,-1,-1
5744,20180201180116,-1,-1,-1,-1
5745,20180201180160,-1,-1,-1,-1
5746,20180201180161,1,1,5,1
5747,20180201180166,1,1,2,1
5748,20180201180503,-1,-1,-1,-1
5749,20180201180504,-1,-1,-1,-1
5750,20180201180508,-1,-1,-1,-1
5751,20180201180511,1,2,1,2
5752,20180201180523,-1,-1,-1,-1
5753,20180201180533,1,1,3,1
5754,20180201180536,1,1,4,1
5755,20180201180539,-1,-1,-1,-1
5756,20180201180546,1,2,5,1
5757,20180201180560,-1,-1,-1,-1
5758,20180201180585,-1,-1,-1,-1
5759,20180201180596,-1,-1,-1,-1
5760,20180201180613,1,2,1,2
5761,20180201180616,-1,-1,-1,-1
5762,20180201180649,-1,-1,-1,-1
5763,20180201180654,-1,-1,-1,-1
5764,20180201180661,-1,-1,-1,-1
5765,20180201180665,-1,-1,-1,-1
5766,20180201180693,-1,-1,-1,-1
5767,20180201180698,-1,-1,-1,-1
5768,20180201180721,-1,-1,-1,-1
5769,20180201180731,-1,-1,-1,-1
5770,20180201180732,-1,-1,-1,-1
5771,20180201180733,-1,-1,-1,-1
5772,20180201180736,-1,-1,-1,-1
5773,20180201180737,-1,-1,-1,-1
5774,20180201180739,-1,-1,-1,-1
5775,20180201180740,1,2,5,2
5776,20180201180742,-1,-1,-1,-1
5777,20180201180766,-1,-1,-1,-1
5778,20180201180772,1,1,1,1
5779,20180201180775,-1,-1,-1,-1
5780,20180201180778,1,1,2,1
5781,20180201180781,-1,-1,-1,-1
5782,20180201180783,-1,-1,-1,-1
5783,20180201180793,-1,-1,-1,-1
5784,20180201180821,2,-1,-1,-1
5785,20180201180836,-1,-1,-1,-1
5786,20180201180843,-1,-1,-1,-1
5787,20180201180844,2,-1,-1,-1
5788,20180201180860,1,1,5,2
5789,20180201180863,-1,-1,-1,-1
5790,20180201180875,1,1,3,2
5791,20180201180876,1,3,1,1
5792,20180201180890,-1,-1,-1,-1
5793,20180201180901,-1,-1,-1,-1
5794,20180201180909,-1,-1,-1,-1
5795,20180201180910,1,1,2,1
5796,20180201180922,-1,-1,-1,-1
5797,20180201180926,-1,-1,-1,-1
5798,20180201180935,-1,-1,-1,-1
5799,20180201180951,-1,-1,-1,-1
5800,20180201180962,1,3,5,1
5801,20180201180968,-1,-1,-1,-1
5802,20180201180976,1,1,3,2
5803,20180201180979,1,1,3,2
5804,20180201180993,-1,-1,-1,-1
5805,20180201181003,-1,-1,-1,-1
5806,20180201181017,1,1,3,2
5807,20180201181019,-1,-1,-1,-1
5808,20180201181021,1,2,1,1
5809,20180201181035,1,1,2,1
5810,20180201181054,1,1,3,2
5811,20180201181061,-1,-1,-1,-1
5812,20180201181062,-1,-1,-1,-1
5813,20180201181064,-1,-1,-1,-1
5814,20180201181065,-1,-1,-1,-1
5815,20180201181075,1,1,2,1
5816,20180201181101,1,1,5,2
5817,20180201181105,-1,-1,-1,-1
5818,20180201181106,1,3,1,2
5819,20180201181111,1,1,3,1
5820,20180201181115,2,-1,-1,-1
5821,20180201181123,-1,-1,-1,-1
5822,20180201181133,-1,-1,-1,-1
5823,20180201181138,-1,-1,-1,-1
5824,20180201181149,-1,-1,-1,-1
5825,20180201181157,1,2,5,2
5826,20180201181167,1,2,2,2
5827,20180201181174,1,2,1,2
5828,20180201181185,-1,-1,-1,-1
5829,20180201181192,-1,-1,-1,-1
5830,20180201181202,2,-1,-1,-1
5831,20180201181207,-1,-1,-1,-1
5832,20180201181209,1,1,1,1
5833,20180201181210,-1,-1,-1,-1
5834,20180201181221,-1,-1,-1,-1
5835,20180201181230,-1,-1,-1,-1
5836,20180201181233,2,-1,-1,-1
5837,20180201181239,-1,-1,-1,-1
5838,20180201181243,1,1,3,1
5839,20180201181252,1,1,3,2
5840,20180201181255,-1,-1,-1,-1
5841,20180201181256,-1,-1,-1,-1
5842,20180201181268,-1,-1,-1,-1
5843,20180201181270,-1,-1,-1,-1
5844,20180201181283,-1,-1,-1,-1
5845,20180201181286,1,2,3,2
5846,20180201181293,1,1,2,2
5847,20180201181303,-1,-1,-1,-1
5848,20180201181305,1,3,1,2
5849,20180201181309,1,1,5,1
5850,20180201181312,1,1,7,1
5851,20180201181320,-1,-1,-1,-1
5852,20180201181324,-1,-1,-1,-1
5853,20180201181345,-1,-1,-1,-1
5854,20180201181352,-1,-1,-1,-1
5855,20180201181356,-1,-1,-1,-1
5856,20180201181361,-1,-1,-1,-1
5857,20180201181362,1,1,5,1
5858,20180201181363,-1,-1,-1,-1
5859,20180201181377,1,1,1,2
5860,20180201181403,-1,-1,-1,-1
5861,20180201181407,1,2,1,2
5862,20180201181408,-1,-1,-1,-1
5863,20180201181416,-1,-1,-1,-1
5864,20180201181458,1,1,6,2
5865,20180201181461,-1,-1,-1,-1
5866,20180201181471,-1,-1,-1,-1
5867,20180201181475,-1,-1,-1,-1
5868,20180201181487,-1,-1,-1,-1
5869,20180201181488,-1,-1,-1,-1
5870,20180201181490,-1,-1,-1,-1
5871,20180201181492,-1,-1,-1,-1
5872,20180201181510,-1,-1,-1,-1
5873,20180201181534,1,1,5,1
5874,20180201181540,-1,-1,-1,-1
5875,20180201181541,-1,-1,-1,-1
5876,20180201181544,-1,-1,-1,-1
5877,20180201181566,-1,-1,-1,-1
5878,20180201181568,1,1,5,2
5879,20180201181577,-1,-1,-1,-1
5880,20180201181578,-1,-1,-1,-1
5881,20180201181582,-1,-1,-1,-1
5882,20180201181613,1,2,1,2
5883,20180201181616,1,3,4,2
5884,20180201181617,1,1,5,1
5885,20180201181619,-1,-1,-1,-1
5886,20180201181625,1,1,3,1
5887,20180201181651,-1,-1,-1,-1
5888,20180201181657,-1,-1,-1,-1
5889,20180201181659,-1,-1,-1,-1
5890,20180201181666,-1,-1,-1,-1
5891,20180201181677,1,1,1,1
5892,20180201181682,-1,-1,-1,-1
5893,20180201181686,1,1,1,2
5894,20180201181690,-1,-1,-1,-1
5895,20180201181709,-1,-1,-1,-1
5896,20180201181714,1,1,1,2
5897,20180201181718,-1,-1,-1,-1
5898,20180201181727,-1,-1,-1,-1
5899,20180201181729,-1,-1,-1,-1
5900,20180201181739,-1,-1,-1,-1
5901,20180201181746,-1,-1,-1,-1
5902,20180201181747,-1,-1,-1,-1
5903,20180201181752,-1,-1,-1,-1
5904,20180201181755,-1,-1,-1,-1
5905,20180201181757,1,1,5,2
5906,20180201181761,-1,-1,-1,-1
5907,20180201181776,-1,-1,-1,-1
5908,20180201181785,-1,-1,-1,-1
5909,20180201181791,-1,-1,-1,-1
5910,20180201181795,-1,-1,-1,-1
5911,20180201181799,-1,-1,-1,-1
5912,20180201181813,-1,-1,-1,-1
5913,20180201181829,-1,-1,-1,-1
5914,20180201181830,1,1,2,1
5915,20180201181839,1,1,5,1
5916,20180201181851,1,1,5,1
5917,20180201181867,-1,-1,-1,-1
5918,20180201181884,1,1,4,1
5919,20180201181891,-1,-1,-1,-1
5920,20180201181892,-1,-1,-1,-1
5921,20180201181900,1,1,1,2
5922,20180201181909,-1,-1,-1,-1
5923,20180201181912,1,1,2,2
5924,20180201181921,1,1,5,1
5925,20180201181923,-1,-1,-1,-1
5926,20180201181936,1,2,1,1
5927,20180201181947,2,-1,-1,-1
5928,20180201181957,1,1,3,1
5929,20180201181971,-1,-1,-1,-1
5930,20180201181973,-1,-1,-1,-1
5931,20180201181974,1,1,5,1
5932,20180201181983,2,-1,-1,-1
5933,20180201181985,1,3,3,1
5934,20180201181992,-1,-1,-1,-1
5935,20180201182034,-1,-1,-1,-1
5936,20180201182044,1,2,5,2
5937,20180201182045,-1,-1,-1,-1
5938,20180201182051,1,3,3,1
5939,20180201182055,-1,-1,-1,-1
5940,20180201182061,1,1,5,1
5941,20180201182065,-1,-1,-1,-1
5942,20180201182075,-1,-1,-1,-1
5943,20180201182077,-1,-1,-1,-1
5944,20180201182080,-1,-1,-1,-1
5945,20180201182103,1,1,6,1
5946,20180201182109,-1,-1,-1,-1
5947,20180201182112,-1,-1,-1,-1
5948,20180201182117,1,1,3,2
5949,20180201182128,-1,-1,-1,-1
5950,20180201182135,1,1,5,1
5951,20180201182142,-1,-1,-1,-1
5952,20180201182160,-1,-1,-1,-1
5953,20180201182164,-1,-1,-1,-1
5954,20180201182173,1,2,1,1
5955,20180201182180,-1,-1,-1,-1
5956,20180201182182,1,2,5,2
5957,20180201182205,1,2,1,1
5958,20180201182206,-1,-1,-1,-1
5959,20180201182217,-1,-1,-1,-1
5960,20180201182222,1,1,3,1
5961,20180201182224,1,1,5,1
5962,20180201182225,-1,-1,-1,-1
5963,20180201182257,-1,-1,-1,-1
5964,20180201182258,-1,-1,-1,-1
5965,20180201182264,1,1,2,1
5966,20180201182277,-1,-1,-1,-1
5967,20180201182283,-1,-1,-1,-1
5968,20180201182294,-1,-1,-1,-1
5969,20180201182299,-1,-1,-1,-1
5970,20180201182323,-1,-1,-1,-1
5971,20180201182326,1,2,3,1
5972,20180201182329,-1,-1,-1,-1
5973,20180201182333,-1,-1,-1,-1
5974,20180201182348,1,1,2,1
5975,20180201182350,-1,-1,-1,-1
5976,20180201182357,-1,-1,-1,-1
5977,20180201182367,-1,-1,-1,-1
5978,20180201182368,-1,-1,-1,-1
5979,20180201182372,-1,-1,-1,-1
5980,20180201182375,1,1,3,1
5981,20180201182376,-1,-1,-1,-1
5982,20180201182385,1,2,1,2
5983,20180201182388,-1,-1,-1,-1
5984,20180201182394,2,-1,-1,-1
5985,20180201182396,-1,-1,-1,-1
5986,20180201182399,-1,-1,-1,-1
5987,20180201182418,-1,-1,-1,-1
5988,20180201182448,-1,-1,-1,-1
5989,20180201182457,-1,-1,-1,-1
5990,20180201182460,-1,-1,-1,-1
5991,20180201182461,-1,-1,-1,-1
5992,20180201182478,-1,-1,-1,-1
5993,20180201182483,-1,-1,-1,-1
5994,20180201182499,-1,-1,-1,-1
5995,20180201182521,1,1,5,2
5996,20180202180016,-1,-1,-1,-1
5997,20180202180554,1,2,1,2
5998,20180202180571,-1,-1,-1,-1
5999,20180202180589,-1,-1,-1,-1
6000,20180202180780,-1,-1,-1,-1
6001,20180202180786,-1,-1,-1,-1
6002,20180202180835,1,3,5,1
6003,20180202181076,-1,-1,-1,-1
6004,20180202181097,-1,-1,-1,-1
6005,20180202181190,-1,-1,-1,-1
6006,20180202181194,-1,-1,-1,-1
6007,20180202181209,-1,-1,-1,-1
6008,20180202181228,1,1,3,1
6009,20180202181375,-1,-1,-1,-1
6010,20180202181377,1,3,3,1
6011,20180202181494,-1,-1,-1,-1
6012,20180202181512,1,1,3,2
6013,20180202181547,-1,-1,-1,-1
6014,20180202181558,-1,-1,-1,-1
6015,20180202181646,-1,-1,-1,-1
6016,20180202181675,1,2,7,1
6017,20180202181696,1,1,3,2
6018,20180202181784,1,3,3,2
6019,20180202181799,-1,-1,-1,-1
6020,20180202181882,1,2,1,2
6021,20180202181926,1,1,1,1
6022,20180202181940,-1,-1,-1,-1
6023,20180202182014,1,1,5,1
6024,20180202182033,1,1,4,1
6025,20180202182164,-1,-1,-1,-1
6026,20180202182202,-1,-1,-1,-1
6027,20180202182225,-1,-1,-1,-1
6028,20180202182259,1,1,3,1
6029,20180202182460,1,3,5,1
6030,20180211170989,-1,-1,-1,-1
6031,20180211172089,-1,-1,-1,-1
6032,20180211172123,-1,-1,-1,-1
6033,20180211172295,-1,-1,-1,-1
6034,20180211172370,-1,-1,-1,-1
6035,20180212170530,2,-1,-1,-1
6036,20180212170552,1,1,2,2
6037,20180212170554,-1,-1,-1,-1
6038,20180212170559,-1,-1,-1,-1
6039,20180212170624,1,2,1,2
6040,20180212170628,1,2,1,2
6041,20180212170634,1,1,3,2
6042,20180212170640,-1,-1,-1,-1
6043,20180212170645,-1,-1,-1,-1
6044,20180212170649,-1,-1,-1,-1
6045,20180212170691,-1,-1,-1,-1
6046,20180212170724,-1,-1,-1,-1
6047,20180212170725,1,2,1,1
6048,20180212170767,-1,-1,-1,-1
6049,20180212170775,-1,-1,-1,-1
6050,20180212170786,-1,-1,-1,-1
6051,20180212170791,1,3,1,1
6052,20180212170808,-1,-1,-1,-1
6053,20180212170816,-1,-1,-1,-1
